Ded,Pol_Lim,X_Shape,growth_rate_mean,growth_rate_q50,growth_rate_cte_q5.0
1000000,1000000000,0.376,0.02089813594520092,0.02091202139854431,0.019966243021190166
1000000,1000000000,0.851,0.019610377476521536,0.01969476044178009,0.01868473896756768
1000000,1000000000,0.629,0.020143677213368936,0.020180871710181236,0.01920238193124533
1000000,1000000000,0.514,0.020458298512361944,0.02048295270651579,0.019517138414084912
1000000,1000000000,0.44,0.02041832246351987,0.02043177280575037,0.019483876042068006
1000000,1000000000,0.53,0.020185974007099868,0.020209532231092453,0.019233633764088154
1000000,1000000000,0.728,0.01970805229311809,0.019742274656891823,0.01879245936870575
1000000,1000000000,0.334,0.020342622068338097,0.020359446294605732,0.019385135732591152
1000000,1000000000,0.423,0.020220732185989618,0.020234483294188976,0.01928417943418026
1000000,1000000000,0.589,0.01987112180888653,0.019903031177818775,0.0189385405741632
1000000,1000000000,0.763,0.01935856917743804,0.01941430289298296,0.018431167118251324
1000000,1000000000,0.248,0.02022197104804218,0.020242870785295963,0.019282831344753504
1000000,1000000000,0.367,0.02016703309738077,0.020184348337352276,0.019237505551427603
1000000,1000000000,1.177,0.016792993614202716,0.016956412233412266,0.015907144732773305
1000000,1000000000,0.645,0.019677490635972936,0.01971339900046587,0.018727353122085334
1000000,1000000000,0.47,0.01997856881711632,0.020006097853183746,0.019023405853658915
1000000,1000000000,0.399,0.019970088251307607,0.01998650562018156,0.019021430239081382
1000000,1000000000,0.882,0.01839611759710533,0.018472389318048954,0.017477802000939846
1000000,1000000000,0.6,0.019652625733800232,0.019680432975292206,0.01870192913338542
1000000,1000000000,0.507,0.019839187617227434,0.019864792935550213,0.01891332268714905
1000000,1000000000,0.447,0.01990274792490236,0.019920792430639267,0.018957184441387654
1000000,1000000000,0.555,0.01972783371852711,0.01975355204194784,0.018780401162803172
1000000,1000000000,0.71,0.01918028543132823,0.01920967362821102,0.018248660117387773
1000000,1000000000,0.303,0.019965012397803367,0.019992767833173275,0.019021686166524887
1000000,1000000000,0.416,0.0197811742474325,0.01980112586170435,0.018842813186347486
1000000,1000000000,0.562,0.01952487967852503,0.01955433003604412,0.018562508467584848
1000000,1000000000,0.785,0.018784222090290858,0.018815244548022747,0.01784238750115037
1000000,1000000000,0.297,0.019946490233577786,0.01996631547808647,0.019010637979954483
1000000,1000000000,0.341,0.01985332496352494,0.019872741773724556,0.01891569923609495
1000000,1000000000,1.056,0.01682166142942151,0.016951564699411392,0.0158946318551898
1000000,1000000000,0.68,0.019124343063822016,0.01917385682463646,0.018189758528023958
1000000,1000000000,0.477,0.01961873004552908,0.01964307762682438,0.018691565934568645
1000000,1000000000,0.432,0.019657268637954257,0.019675979390740395,0.018711113650351763
1000000,1000000000,0.58,0.019419288851926102,0.019442577846348286,0.018487014714628457
1000000,1000000000,0.746,0.018799860388739036,0.01885315775871277,0.017867173254489898
1000000,1000000000,0.271,0.01977371966596693,0.019790383987128735,0.018831407837569713
1000000,1000000000,0.358,0.01969755433332175,0.0197192570194602,0.01874877205118537
1000000,1000000000,1.41,0.013743824242823758,0.01395264221355319,0.012820348655804992
1000000,1000000000,0.655,0.019080073665268718,0.019099469296634197,0.01813942948356271
1000000,1000000000,0.462,0.019589502051845193,0.019609848968684673,0.01865311395376921
1000000,1000000000,0.385,0.019729618928581476,0.01974601298570633,0.01879422077909112
1000000,1000000000,0.827,0.018180328502727206,0.018236221745610237,0.01725903442129493
1000000,1000000000,0.619,0.01923413785577286,0.019268172793090343,0.018269530311226845
1000000,1000000000,0.524,0.019344609559280797,0.019365228712558746,0.01840454079210758
1000000,1000000000,0.432,0.019593929709051737,0.01961513329297304,0.018647349346429108
1000000,1000000000,0.537,0.01936340430676937,0.01938613224774599,0.018411959614604713
1000000,1000000000,0.741,0.018479058743012138,0.018511087633669376,0.01750543788075447
1000000,1000000000,0.324,0.019676082151010632,0.01969239115715027,0.018720357306301595
1000000,1000000000,0.408,0.019543152496218682,0.019558563828468323,0.018589089252054693
1000000,1000000000,0.569,0.01925426976988092,0.019296348094940186,0.01832477254793048
1000000,1000000000,0.802,0.01837242654550355,0.01843730080872774,0.017423623707145452
1000000,1000000000,0.284,0.019567976249195634,0.019587229005992413,0.01862536333501339
1000000,1000000000,0.351,0.01958420973792672,0.01960271503776312,0.01864482043311
1000000,1000000000,0.996,0.016862362826778554,0.016982728615403175,0.015976590849459172
1000000,1000000000,0.668,0.018764926254586315,0.01881416980177164,0.017863162141293288
1000000,1000000000,0.486,0.019338672443293035,0.019363085739314556,0.018377599772065878
1000000,1000000000,0.391,0.01948230733424425,0.019497445784509182,0.018533300142735243
1000000,1000000000,0.91,0.01736208776211133,0.01742990780621767,0.01641575088724494
1000000,1000000000,0.499,0.01932242258619517,0.01936901919543743,0.01840848857536912
1000000,1000000000,0.608,0.018966765993786976,0.01899352204054594,0.018016507290303706
1000000,1000000000,0.456,0.019265632997610374,0.01929379440844059,0.018325729109346867
1000000,1000000000,0.546,0.019123017444415018,0.01914314366877079,0.018178017996251582
1000000,1000000000,0.697,0.01851864290452795,0.018545467406511307,0.017576875817030668
1000000,1000000000,0.315,0.019522386269085108,0.019543278962373734,0.01855778992176056
1000000,1000000000,0.948,0.017010984784259928,0.017095908522605896,0.016077293269336223
1000000,1000000000,0.39,0.019513596102781593,0.01954333670437336,0.018577653635293245
1000000,1000000000,0.493,0.019230515896901487,0.019242641516029835,0.018302304949611426
1000000,1000000000,0.612,0.018822671125060877,0.01884483080357313,0.017868073377758264
1000000,1000000000,0.543,0.019139507075073198,0.019158724695444107,0.018187165912240743
1000000,1000000000,0.46,0.019295876906067135,0.019308697432279587,0.018347483687102796
1000000,1000000000,0.316,0.01942770984917879,0.019443931989371777,0.018494976963847876
1000000,1000000000,0.687,0.018781682877591813,0.01881682500243187,0.017848055809736252
1000000,1000000000,0.574,0.01893062414229498,0.018945147283375263,0.018002743180841208
1000000,1000000000,0.403,0.019364663455635308,0.019384912215173244,0.018415835313498975
1000000,1000000000,0.281,0.01946083105131984,0.019487052224576473,0.018504711519926786
1000000,1000000000,0.822,0.017952266530296766,0.018008459359407425,0.017036134377121925
1000000,1000000000,0.953,0.017172064995358234,0.017254656180739403,0.01627072151750326
1000000,1000000000,0.351,0.01936314394790679,0.01938237715512514,0.01841929005458951
1000000,1000000000,0.49,0.01922095769867301,0.019249077886343002,0.01827814746648073
1000000,1000000000,0.664,0.018668090883875266,0.01869683340191841,0.017724376264959575
1000000,1000000000,0.843,0.01771882464552764,0.017765676602721214,0.016777501814067362
1000000,1000000000,0.381,0.01932473781723529,0.019348018802702427,0.01837118761613965
1000000,1000000000,0.516,0.01902167230048217,0.019039812497794628,0.018084175977855922
1000000,1000000000,0.622,0.018923534911917523,0.018948116339743137,0.01799406474456191
1000000,1000000000,0.438,0.01925727518033236,0.01927256677299738,0.018318562023341655
1000000,1000000000,0.536,0.019011117228725925,0.019034654833376408,0.01806210670620203
1000000,1000000000,0.326,0.019334882413595916,0.019353380426764488,0.01838867673650384
1000000,1000000000,0.731,0.018493478654744103,0.018517032265663147,0.017551467381417753
1000000,1000000000,0.582,0.018867299658525735,0.01888998318463564,0.017927584797143938
1000000,1000000000,0.264,0.01925460685864091,0.01927162054926157,0.018298100866377353
1000000,1000000000,0.424,0.019189509343355893,0.019219632260501385,0.01824264768511057
1000000,1000000000,0.759,0.018120891897147523,0.01816339697688818,0.017180983535945417
1000000,1000000000,1.224,0.014104171302323812,0.014256896916776896,0.013151149405166507
1000000,1000000000,0.361,0.01925768533591181,0.01927969604730606,0.01831502839922905
1000000,1000000000,0.468,0.01915066393520683,0.01916679460555315,0.018189641647040844
1000000,1000000000,0.654,0.018591177135519683,0.018615729175508022,0.017621656879782677
1000000,1000000000,0.563,0.018921215060725808,0.01894491445273161,0.017963661719113587
1000000,1000000000,0.293,0.019299642322026193,0.01932058110833168,0.018336112983524798
1000000,1000000000,0.41,0.019176744463853538,0.019196556881070137,0.018219703529030084
1000000,1000000000,0.795,0.01793007109152095,0.017976607196033,0.016994962561875583
1000000,1000000000,1.007,0.016186147512611933,0.01628944743424654,0.015238961717113853
1000000,1000000000,0.345,0.019235653304308653,0.01925639994442463,0.01829220578074455
1000000,1000000000,0.484,0.019044846545904874,0.01906332280486822,0.018103824369609355
1000000,1000000000,0.678,0.018371979879564605,0.01840444002300501,0.0174168991856277
1000000,1000000000,0.902,0.01724220962379768,0.017321084626019,0.016325807943940163
1000000,1000000000,0.397,0.01907896198341623,0.019103686325252056,0.018133077770471573
1000000,1000000000,0.5,0.018921956375427543,0.01894028950482607,0.017975542787462474
1000000,1000000000,0.6,0.018761910041002555,0.018786564469337463,0.017823792714625596
1000000,1000000000,0.553,0.018888069259840996,0.018915703520178795,0.017924982123076916
1000000,1000000000,0.454,0.01907309003341943,0.019088870845735073,0.018141523376107214
1000000,1000000000,0.308,0.019156350193358956,0.019176495261490345,0.018192935455590486
1000000,1000000000,0.701,0.018349444635235704,0.018398133106529713,0.017402518074959517
1000000,1000000000,0.592,0.018691907926183193,0.018711003474891186,0.01775773987174034
1000000,1000000000,0.418,0.01900973201338202,0.01903535332530737,0.01804731395095587
1000000,1000000000,0.248,0.019224101807177065,0.019244596362113953,0.018286636006087063
1000000,1000000000,0.779,0.01794033004884841,0.017970601096749306,0.017000544629991055
1000000,1000000000,1.073,0.015736208772752433,0.01587818283587694,0.014820656459778547
1000000,1000000000,0.368,0.01915546702425927,0.019176801666617393,0.018213447462767363
1000000,1000000000,0.475,0.018933854021551087,0.01895190216600895,0.01797593468800187
1000000,1000000000,0.64,0.018420453993743285,0.018443231470882893,0.01746486034244299
1000000,1000000000,0.375,0.019078751351498068,0.019099239259958267,0.018118199426680803
1000000,1000000000,0.873,0.016853566657716874,0.01693719159811735,0.015935534611344337
1000000,1000000000,0.51,0.018852036932483315,0.018865383230149746,0.01791150849312544
1000000,1000000000,0.633,0.01849251399356872,0.0185196315869689,0.01754782786592841
1000000,1000000000,0.526,0.018787539446819573,0.018810881301760674,0.017826155107468367
1000000,1000000000,0.445,0.019054923088289797,0.019065971486270428,0.0181200816296041
1000000,1000000000,0.335,0.01910498319324106,0.01913092378526926,0.018155775126069786
1000000,1000000000,0.713,0.01807814320186153,0.018139819614589214,0.017154657747596502
1000000,1000000000,0.414,0.019029727590084075,0.01905524544417858,0.018081944715231658
1000000,1000000000,0.558,0.018669660925504285,0.018697055988013744,0.017732115183025598
1000000,1000000000,0.299,0.01912159700822085,0.01913722138851881,0.018173493072390558
1000000,1000000000,0.786,0.017613570179999805,0.017669083550572395,0.01667357012629509
1000000,1000000000,0.341,0.019062077185325325,0.019078949466347694,0.018104002438485624
1000000,1000000000,1.043,0.01577391731875832,0.015878875739872456,0.014865792542695998
1000000,1000000000,0.684,0.018291106865531766,0.018320380710065365,0.017366757057607173
1000000,1000000000,0.48,0.018863587991613896,0.018886812031269073,0.017925749905407427
1000000,1000000000,0.401,0.01896959829106927,0.01899337861686945,0.018022416159510612
1000000,1000000000,0.595,0.018528905145614408,0.018554144538939,0.017561531625688076
1000000,1000000000,0.885,0.017199857442011125,0.01725022215396166,0.01625462733209133
1000000,1000000000,0.45,0.018889704166911544,0.0189116345718503,0.017939360905438663
1000000,1000000000,0.505,0.01877191352779046,0.01879134401679039,0.01782036293298006
1000000,1000000000,0.557,0.018576234844047575,0.018607293255627155,0.01762208454310894
1000000,1000000000,0.708,0.017935435138083995,0.01796078495681286,0.01700608301907778
1000000,1000000000,0.303,0.019055069977231325,0.019078548066318035,0.018127466086298227
1000000,1000000000,0.422,0.018918087484128772,0.01894010789692402,0.017980205453932287
1000000,1000000000,0.587,0.018528007538430393,0.01855137851089239,0.017583872377872466
1000000,1000000000,0.768,0.01770417820433504,0.017733512446284294,0.016785803157836197
1000000,1000000000,0.258,0.019039720917120577,0.019060203805565834,0.018096866365522147
1000000,1000000000,0.364,0.018951378370542078,0.01897108182311058,0.018030048068612813
1000000,1000000000,1.117,0.014705139552523906,0.014848396647721529,0.013796738348901272
1000000,1000000000,0.646,0.018367427964298987,0.018388635478913784,0.017418840527534486
1000000,1000000000,0.472,0.01883427032288164,0.0188555670902133,0.017900001909583806
1000000,1000000000,0.379,0.018978456590138377,0.018999241292476654,0.018031359743326904
1000000,1000000000,0.859,0.017008579235267825,0.017048010602593422,0.01606076993048191
1000000,1000000000,0.627,0.018468122818274424,0.018489097245037556,0.017517400812357663
1000000,1000000000,0.513,0.018643428484676407,0.01866237446665764,0.01770470989868045
1000000,1000000000,0.442,0.018816237002797425,0.01884180959314108,0.017861342150717975
1000000,1000000000,0.53,0.018637797738425433,0.018652179278433323,0.01770289344713092
1000000,1000000000,0.721,0.017868120965344132,0.0178982587531209,0.016930690221488475
1000000,1000000000,0.331,0.018960247106477618,0.018975314684212208,0.01800963105633855
1000000,1000000000,0.394,0.01886212536431849,0.01888059265911579,0.017912795394659044
1000000,1000000000,0.607,0.018207643053482752,0.018236104398965836,0.01726294308900833
1000000,1000000000,0.926,0.016531376634445042,0.016602497547864914,0.015576781891286372
1000000,1000000000,0.456,0.018775183600559832,0.01879265531897545,0.01781653854995966
1000000,1000000000,0.497,0.01864808714557439,0.01866710837930441,0.017696209996938706
1000000,1000000000,0.548,0.018478593453206123,0.01849411614239216,0.01752849658951163
1000000,1000000000,0.693,0.018137783306877826,0.018171394243836403,0.017186300083994865
1000000,1000000000,0.311,0.01894038063324988,0.01895985659211874,0.017994145210832358
1000000,1000000000,0.407,0.018849050947092473,0.01887209340929985,0.017912197019904853
1000000,1000000000,0.569,0.018502282985812052,0.018527911975979805,0.017559940833598374
1000000,1000000000,0.811,0.017155668963724748,0.01720460131764412,0.01620519980788231
1000000,1000000000,0.288,0.01890163957811892,0.01892629824578762,0.017961684986948966
1000000,1000000000,0.347,0.018871199296973645,0.01889099460095167,0.017926446348428726
1000000,1000000000,0.978,0.016378992293489863,0.016466808505356312,0.015454232087358832
1000000,1000000000,0.67,0.01796260806079954,0.017988482490181923,0.016995532903820276
1000000,1000000000,0.486,0.018678836895897985,0.018700646236538887,0.01772128650918603
1000000,1000000000,0.385,0.018876646072790028,0.01889218855649233,0.017935441061854362
1000000,1000000000,0.616,0.018260791516595053,0.018290627747774124,0.017320423014461996
1000000,1000000000,0.832,0.017153544615127612,0.01722822617739439,0.016236827336251737
1000000,1000000000,0.434,0.018728752554394306,0.018744269385933876,0.017783057130873203
1000000,1000000000,0.52,0.0185554535260424,0.018577996641397476,0.01758811343461275
1000000,1000000000,0.54,0.018454252588551025,0.018477794714272022,0.017504752706736328
1000000,1000000000,0.74,0.01760999765964225,0.017652127891778946,0.01665028529241681
1000000,1000000000,0.322,0.01888400186728686,0.018900915049016476,0.01793179539963603
1000000,1000000000,0.428,0.018663174819899722,0.01868391502648592,0.01772760655730963
1000000,1000000000,0.577,0.018418807483557613,0.018440534360706806,0.017439149040728807
1000000,1000000000,0.75,0.01757707314242143,0.017621939070522785,0.01663744281977415
1000000,1000000000,0.272,0.01885624945219606,0.018877715803682804,0.017905084975063802
1000000,1000000000,0.357,0.018864222921803595,0.018883200362324715,0.017911405954509973
1000000,1000000000,1.381,0.010968625612388132,0.011156304273754358,0.009985317988321186
1000000,1000000000,0.66,0.01792572144183796,0.01795684639364481,0.016990220919251443
1000000,1000000000,0.465,0.01862508956398815,0.01864964421838522,0.01768621178343892
1000000,1000000000,0.428,0.01876687437593937,0.01877832319587469,0.017830776702612638
1000000,1000000000,0.584,0.01834883670976851,0.018380516208708286,0.01740397922694683
1000000,1000000000,0.264,0.01884685692898929,0.01887000072747469,0.017888677306473255
1000000,1000000000,0.756,0.017491961073328274,0.017526717856526375,0.016543557215481997
1000000,1000000000,0.362,0.01876144959907979,0.01879316382110119,0.017779759131371975
1000000,1000000000,1.242,0.012809058902109973,0.012960787396878004,0.011864195065572857
1000000,1000000000,0.466,0.018607498275488615,0.018624482676386833,0.017663804162293673
1000000,1000000000,0.648,0.01816890539531596,0.01819116808474064,0.01721532205119729
1000000,1000000000,0.839,0.017048405896208714,0.017091291025280952,0.01609629997983575
1000000,1000000000,0.381,0.018750992031488566,0.018769201822578907,0.017800323385745286
1000000,1000000000,0.52,0.018530758406128733,0.018564846366643906,0.017586760688573122
1000000,1000000000,0.533,0.01840023075900972,0.0184306213632226,0.017455751821398736
1000000,1000000000,0.625,0.018190032584522852,0.01821122318506241,0.01724188355728984
1000000,1000000000,0.328,0.018702280498109757,0.01872155722230673,0.017766447737812996
1000000,1000000000,0.436,0.018685018205828966,0.018699931912124157,0.01773586105555296
1000000,1000000000,0.733,0.017533056610100902,0.017584905959665775,0.01658993512392044
1000000,1000000000,0.574,0.018252093977946787,0.018272317945957184,0.01729304064065218
1000000,1000000000,0.405,0.018691873295232652,0.018713240511715412,0.01773857595399022
1000000,1000000000,0.277,0.018816062678024173,0.018837573938071728,0.017863854486495256
1000000,1000000000,0.812,0.017158277818060015,0.017215312458574772,0.016232989449054002
1000000,1000000000,0.355,0.018712951951846482,0.018730027601122856,0.01775739835575223
1000000,1000000000,0.967,0.015848163462243974,0.01594797521829605,0.014941571792587639
1000000,1000000000,0.49,0.018508386488258838,0.018533971160650253,0.017545069754123687
1000000,1000000000,0.662,0.017774062510207297,0.017798572778701782,0.016818284057080746
1000000,1000000000,0.93,0.016290262919611997,0.01633797213435173,0.015342750214040279
1000000,1000000000,0.388,0.018689979782514275,0.01870699506253004,0.017745243571698665
1000000,1000000000,0.495,0.01842832301033195,0.0184568976983428,0.01746565904468298
1000000,1000000000,0.613,0.01801355691542849,0.018037648871541023,0.01706765666604042
1000000,1000000000,0.542,0.0183713254658971,0.018396437168121338,0.01744972076267004
1000000,1000000000,0.32,0.018725740928016602,0.01874552294611931,0.0177627207711339
1000000,1000000000,0.459,0.01858242092728615,0.01859928946942091,0.01764104180037975
1000000,1000000000,0.691,0.01769571060668677,0.017719908617436886,0.01672668242827058
1000000,1000000000,0.864,0.016720302354474553,0.0167703153565526,0.015753077901899816
1000000,1000000000,0.371,0.018669909312203525,0.0186861427500844,0.017729543335735797
1000000,1000000000,0.51,0.01846569699156098,0.018487676978111267,0.017533448711037635
1000000,1000000000,0.526,0.01841637771874666,0.018444540910422802,0.017469275649636982
1000000,1000000000,0.635,0.017795858050812966,0.017821204848587513,0.01683522192761302
1000000,1000000000,0.444,0.018547930081188678,0.018568607047200203,0.017579181492328642
1000000,1000000000,0.338,0.018690772602148353,0.018713202327489853,0.017736643832176924
1000000,1000000000,0.72,0.017558976135845297,0.017586059868335724,0.01660822369158268
1000000,1000000000,0.594,0.01808373466478661,0.018104808405041695,0.01712008295580745
1000000,1000000000,0.419,0.018515478371828795,0.018535122275352478,0.017581467144191266
1000000,1000000000,0.229,0.018703099565207958,0.018720335327088833,0.017780816555023192
1000000,1000000000,0.773,0.01723014492080547,0.01727347355335951,0.016279913298785687
1000000,1000000000,0.371,0.01863270822186023,0.01864900253713131,0.017698577046394347
1000000,1000000000,1.114,0.014074989945226116,0.014225517399609089,0.013175434712320567
1000000,1000000000,0.474,0.018443423581961542,0.01846828032284975,0.017487204633653164
1000000,1000000000,0.639,0.017837495650397613,0.01786785665899515,0.016886426229029895
1000000,1000000000,0.9,0.01654308650973253,0.016596957109868526,0.015584961837157607
1000000,1000000000,0.396,0.018550299222581088,0.01856875978410244,0.017598871793597936
1000000,1000000000,0.503,0.018339228826621548,0.018362130038440228,0.017399879265576602
1000000,1000000000,0.604,0.018057243142474907,0.01808564644306898,0.01710058134049177
1000000,1000000000,0.55,0.018209008677490056,0.018244532868266106,0.017256402969360353
1000000,1000000000,0.45,0.01846005031596869,0.018478154204785824,0.01751463385298848
1000000,1000000000,0.309,0.018604621712490915,0.018623492680490017,0.01763426689431071
1000000,1000000000,0.704,0.017606282020313665,0.017655817791819572,0.01666485257446766
1000000,1000000000,0.412,0.018521193108707666,0.018531695939600468,0.017587510123848914
1000000,1000000000,0.567,0.018235376344900578,0.018256142735481262,0.017276596184819935
1000000,1000000000,0.291,0.01863648529816419,0.018659867346286774,0.017695876490324735
1000000,1000000000,0.794,0.01697219943770906,0.01701268833130598,0.01601348416879773
1000000,1000000000,1.02,0.015110173568536993,0.01521670538932085,0.014167752116918564
1000000,1000000000,0.345,0.01857982765939087,0.018597763031721115,0.01760428147390485
1000000,1000000000,0.481,0.0183677627091296,0.018387082032859325,0.017416522558778524
1000000,1000000000,0.674,0.017690592355164698,0.01771555282175541,0.01675403704866767
1000000,1000000000,0.512,0.018286747630545868,0.01830889843404293,0.017328260466456413
1000000,1000000000,0.627,0.017881330093438737,0.01790645904839039,0.016923386976122855
1000000,1000000000,0.377,0.018552863424271347,0.018572703003883362,0.01760736629366875
1000000,1000000000,0.857,0.01641672324509127,0.01646146085113287,0.015465528471395373
1000000,1000000000,0.331,0.01852897128928453,0.01854603085666895,0.017584587447345257
1000000,1000000000,0.724,0.01756386540662497,0.017596181482076645,0.01660463083535433
1000000,1000000000,0.442,0.018385974451340735,0.018404684960842133,0.01743154926225543
1000000,1000000000,0.532,0.018253152776509525,0.018273575231432915,0.01731206141412258
1000000,1000000000,0.255,0.018599694030731917,0.018623421899974346,0.01763965580612421
1000000,1000000000,0.768,0.01716176606520312,0.017195635475218296,0.016190094407647848
1000000,1000000000,0.586,0.01809076050678268,0.018113162368535995,0.017153993342071773
1000000,1000000000,0.421,0.01843573289103806,0.018458375707268715,0.017480686772614717
1000000,1000000000,0.472,0.01837996927939239,0.01840967684984207,0.017433196306228638
1000000,1000000000,0.648,0.017606050819024676,0.017628946341574192,0.01665460867807269
1000000,1000000000,1.144,0.013861339725169819,0.01397362444549799,0.012915108073502778
1000000,1000000000,0.365,0.018523854936659336,0.018533539958298206,0.017603734228760003
1000000,1000000000,0.505,0.018282206374499947,0.018296431750059128,0.017325825802981854
1000000,1000000000,0.597,0.01800866878419183,0.018045863136649132,0.017075081076472997
1000000,1000000000,0.401,0.01843697904087603,0.018458887934684753,0.017472631018608808
1000000,1000000000,0.892,0.016141099892143393,0.016236182302236557,0.015215272689238191
1000000,1000000000,0.301,0.01851292530056089,0.018533842638134956,0.017551797162741422
1000000,1000000000,0.707,0.017422551303077488,0.01744746696203947,0.016472539771348237
1000000,1000000000,0.449,0.018412760727480056,0.018434529192745686,0.017465341184288264
1000000,1000000000,0.557,0.01811393303128425,0.01814409624785185,0.01715617049485445
1000000,1000000000,0.299,0.018457818232476712,0.0184733085334301,0.01749656964093447
1000000,1000000000,0.56,0.018054518700472547,0.018080268055200577,0.017090634908527136
1000000,1000000000,0.789,0.01700274727528449,0.017051564529538155,0.016083102487027646
1000000,1000000000,0.414,0.018331418818980455,0.018350875005126,0.017386235576123
1000000,1000000000,0.479,0.018259636101685465,0.01828120183199644,0.017329179029911757
1000000,1000000000,0.683,0.017432684046495707,0.017462383955717087,0.016497357096523047
1000000,1000000000,1.035,0.015024231489060912,0.015123781748116016,0.01406406662426889
1000000,1000000000,0.275,0.018505031035654245,0.018522213213145733,0.017558584548532964
1000000,1000000000,0.339,0.018487368239462374,0.018500665202736855,0.017534582875669003
1000000,1000000000,0.578,0.0179763077897951,0.018002739176154137,0.017063153721392155
1000000,1000000000,0.751,0.01702041792224627,0.01708842348307371,0.016135304141789673
1000000,1000000000,0.429,0.01834193287070375,0.01835861522704363,0.017381710279732943
1000000,1000000000,0.464,0.01828463818412274,0.01830682624131441,0.017323261965066193
1000000,1000000000,0.657,0.017506368598993866,0.017538461834192276,0.016529103461652993
1000000,1000000000,1.305,0.01178860955631244,0.011909975204616785,0.0108484523370862
1000000,1000000000,0.356,0.018450157503038644,0.018469025380909443,0.017493793182075022
1000000,1000000000,0.522,0.018094373511662706,0.01811295747756958,0.017159022111445665
1000000,1000000000,0.617,0.017918758570356293,0.017948001623153687,0.01696494212374091
1000000,1000000000,0.386,0.018425158354267477,0.018446055240929127,0.017479360848665238
1000000,1000000000,0.832,0.01629892998858122,0.016336990520358086,0.015342546300962568
1000000,1000000000,0.321,0.018408591525629164,0.018430249765515327,0.017467939388006927
1000000,1000000000,0.736,0.01722557576543186,0.017259798012673855,0.01628160197287798
1000000,1000000000,0.434,0.018279773161094637,0.018290577456355095,0.017331910226494072
1000000,1000000000,0.539,0.018119609356671573,0.0181382792070508,0.01716227401047945
1000000,1000000000,0.287,0.01846476738639176,0.018490477465093136,0.017509512975811957
1000000,1000000000,0.807,0.016714831995475105,0.016763473860919476,0.015765186585485935
1000000,1000000000,0.567,0.017969697647122668,0.017992430366575718,0.017046457249671222
1000000,1000000000,0.406,0.01831412315154448,0.018333913758397102,0.01737025650218129
1000000,1000000000,0.488,0.01819991597030312,0.018217695876955986,0.017250821087509395
1000000,1000000000,0.671,0.01760226793005131,0.017627663910388947,0.016635210439562797
1000000,1000000000,0.98,0.015326186069182585,0.015398736577481031,0.014390932535752654
1000000,1000000000,0.349,0.01841475315093994,0.018442535772919655,0.01747306138277054
1000000,1000000000,0.496,0.01817322856420651,0.018190489150583744,0.017230279836803676
1000000,1000000000,0.605,0.017838924815366045,0.017866164445877075,0.016883434914052486
1000000,1000000000,0.921,0.0156150911311066,0.015668777748942375,0.014668766083195806
